"title","desc","release","trailer","platforms"
"Minecraft","Minecraft is a sandbox style video game with seemingly endless possibilities. From planting crops and creating a farm to fighting the dragon in the End Dimension, you will never run out of things to do.","2011","https://www.youtube.com/watch?v=MmB9b5njVbA","Playstation, Xbox, Switch, Java, Windows, Mobile"
